MolWt,1.4409155144892327
HeavyAtomMolWt,1.4498549645882628
ExactMolWt,1.4375198816593062
NumValenceElectrons,1.2357372017157073
MaxPartialCharge,0.7276683754383418
MinPartialCharge,1.1453632424456741
MaxAbsPartialCharge,1.1454152692225423
MinAbsPartialCharge,0.775491686887401
MaxEStateIndex,0.7617733864706094
MinEStateIndex,0.5958229141633946
MaxAbsEStateIndex,0.7617733864706094
MinAbsEStateIndex,0.5554610911672305
BalabanJ,0.7609039628107487
BertzCT,1.3203388240009333
Chi0,1.2672542173025148
Chi0n,1.2021196439611848
Chi0v,1.4481595937967846
Chi1,1.3072993913175441
Chi1n,1.2093936967339438
Chi1v,1.3998458053115077
Chi2n,1.1252832453577895
Chi2v,1.3258024703435844
Chi3n,1.0919367606120192
Chi3v,1.304918124306573
Chi4n,1.0530188844971207
Chi4v,1.2145028926103842
HallKierAlpha,0.5526912402097692
Ipc,0.34012460953926404
Kappa1,1.269381083133104
Kappa2,1.1219731193117815
Kappa3,0.24075543312983572
LabuteASA,1.4574559612133065
PEOE_VSA1,0.861394748916418
PEOE_VSA10,0.5918479737701666
PEOE_VSA14,0.7302754711942505
PEOE_VSA2,0.5685466574957667
PEOE_VSA3,0.42770486932999435
PEOE_VSA6,1.8051093056609764
PEOE_VSA7,1.0005579838793488
PEOE_VSA8,0.7167912113039344
PEOE_VSA9,0.7357322552497086
SMR_VSA1,0.7822842554960314
SMR_VSA10,1.3968600889535678
SMR_VSA3,0.5462129077422196
SMR_VSA4,0.578851401275871
SMR_VSA5,0.5152179006240402
SMR_VSA6,0.727821932306248
SMR_VSA7,1.2481597881169175
SMR_VSA9,0.858560502397916
SlogP_VSA1,0.5368188818082948
SlogP_VSA10,0.46020444978833536
SlogP_VSA12,1.2156824234987762
SlogP_VSA2,1.0098244210563994
SlogP_VSA3,0.6538682039146514
SlogP_VSA4,0.5406999192241919
SlogP_VSA5,0.6458763977108851
SlogP_VSA6,1.0723329041067957
TPSA,0.8854991039142169
EState_VSA1,0.615557776263678
EState_VSA10,0.6946801005777107
EState_VSA2,0.6288751361931358
EState_VSA3,0.7911244503459652
EState_VSA4,0.6041356293067826
EState_VSA5,0.9210549643643985
EState_VSA6,0.4520140748025537
EState_VSA7,0.55856946817525
EState_VSA8,0.7743803984177771
EState_VSA9,1.0794452288949026
VSA_EState10,1.2545394102188183
VSA_EState9,0.7382905660993896
FractionCSP3,0.6559468904461572
HeavyAtomCount,1.296270468501992
NHOHCount,0.8196718067756049
NOCount,0.8598752790249027
NumAliphaticRings,0.7933967702357676
NumAromaticCarbocycles,1.381246633921087
NumAromaticRings,1.1687418955364817
NumHAcceptors,0.8381308670602792
NumHDonors,0.8331730084528313
NumHeteroatoms,0.685202363878492
NumRotatableBonds,0.7342118849183595
RingCount,1.2226114788700333
MolLogP,2.0093904088805288
MolMR,1.5219276593268571
fr_C_O,0.6351212346934947
fr_C_O_noCOO,0.547809963579768
fr_NH0,0.48373326367117647
fr_benzene,1.381246633921087
fr_bicyclic,0.8577013786730618
fr_halogen,1.2300496653389588
